lat,lon,next_lat,next_lon
0.21302492916584015,0.4323120564222336,0.21302492916584015,0.4323120564222336
0.21302492916584015,0.4323120564222336,-2.3800134658813477,8.906664848327637
-2.3800134658813477,8.906664848327637,-14.385685443878174,-2.5605082511901855
-14.385685443878174,-2.5605082511901855,-23.652550220489502,-2.2349207997322083
-23.652550220489502,-2.2349207997322083,-21.42446994781494,15.027112483978271
-21.42446994781494,15.027112483978271,-6.00868034362793,27.948615074157715
-6.00868034362793,27.948615074157715,-1.4583778381347656,31.76484775543213
-0.6313312947750092,10.011292219161987,-0.6313312947750092,10.011292219161987
-0.6313312947750092,10.011292219161987,-13.54196834564209,20.071281909942627
-13.54196834564209,20.071281909942627,-20.640767097473145,9.51991581916809
-20.640767097473145,9.51991581916809,-21.577723503112793,-10.040520429611206
-21.577723503112793,-10.040520429611206,-14.368380546569824,-19.860853672027588
-14.368380546569824,-19.860853672027588,1.9098297357559204,-15.460900783538818
1.9098297357559204,-15.460900783538818,16.677989959716797,-3.436744451522827
16.677989959716797,-3.436744451522827,18.695603370666504,14.448915481567383
18.695603370666504,14.448915481567383,0.8146428465843201,21.76701021194458
0.8146428465843201,21.76701021194458,-5.3530014753341675,27.312649726867676
1.154483824968338,4.573109865188599,1.154483824968338,4.573109865188599
1.154483824968338,4.573109865188599,-1.9622769355773926,19.782939434051514
-1.9622769355773926,19.782939434051514,-2.6929280161857605,23.804203033447266
-2.6929280161857605,23.804203033447266,4.469583749771118,7.017824649810791
4.469583749771118,7.017824649810791,20.183615684509277,0.648595780134201
20.183615684509277,0.648595780134201,16.583898067474365,12.04775333404541
16.583898067474365,12.04775333404541,0.30994246155023575,19.273202419281006
-0.0,-0.0,1.154483824968338,4.573109865188599
-0.0,-0.0,1.154483824968338,2.2865549325942993
-0.0,-0.0,2.2865549325942993,0.5681387331485746
0.30994246155023575,19.273202419281006,-8.6892249584198,10.749607801437378
-8.6892249584198,10.749607801437378,-11.86227822303772,-9.20719027519226
-11.86227822303772,-9.20719027519226,-4.622146725654602,-23.81415367126465
-4.622146725654602,-23.81415367126465,-12.007505893707275,-16.417603969573975
-12.007505893707275,-16.417603969573975,-0.9420547485351562,-27.068286895751953
-0.9420547485351562,-27.068286895751953,-6.843367338180542,-14.037550449371338
-6.843367338180542,-14.037550449371338,-6.474565029144287,-26.484869956970215
-6.474565029144287,-26.484869956970215,9.639178276062012,-16.120535373687744
9.639178276062012,-16.120535373687744,10.723357200622559,3.4103658199310303
10.723357200622559,3.4103658199310303,3.198433756828308,22.067540645599365
4.8361616134643555,7.72188663482666,4.8361616134643555,7.72188663482666
4.8361616134643555,7.72188663482666,22.333037853240967,1.7283470034599304
22.333037853240967,1.7283470034599304,13.962668895721436,-14.13378095626831
13.962668895721436,-14.13378095626831,-3.9234931468963623,-23.306090354919434
-3.9234931468963623,-23.306090354919434,-8.671472311019897,-15.739053726196289
-8.671472311019897,-15.739053726196289,-11.25539231300354,-1.3528526723384857
-11.25539231300354,-1.3528526723384857,-12.20974588394165,18.786812782287598
-12.20974588394165,18.786812782287598,3.4060181379318237,18.548628330230713
3.4060181379318237,18.548628330230713,8.936135530471802,22.608115196228027
8.936135530471802,22.608115196228027,-10.947484016418457,24.876434326171875
-10.947484016418457,24.876434326171875,-5.755179762840271,23.872122287750244
-5.755179762840271,23.872122287750244,-9.457866668701172,21.22034740447998
-3.4928934574127197,3.6756770610809326,-3.4928934574127197,3.6756770610809326
-3.4928934574127197,3.6756770610809326,-13.59726333618164,-13.67746353149414
-13.59726333618164,-13.67746353149414,-4.386037588119507,-23.573411464691162
-4.386037588119507,-23.573411464691162,-3.630786895751953,-3.889000654220581
-3.630786895751953,-3.889000654220581,-5.173005938529968,16.288496017456055
